OrderDateKey,Order Date
292,2009-02-12
293,2009-02-12
294,2009-02-12
295,2009-02-12
296,2009-02-13
297,2009-02-13
298,2009-02-13
299,2009-02-13
300,2009-02-13
301,2009-02-14
302,2009-02-14
303,2009-02-14
304,2009-02-14
305,2009-02-15
306,2009-02-15
307,2009-02-15
308,2009-02-15
309,2009-02-15
310,2009-02-15
311,2009-02-15
312,2009-02-15
313,2009-02-16
314,2009-02-16
315,2009-02-16
316,2009-02-16
317,2009-02-16
318,2009-02-16
319,2009-02-17
320,2009-02-17
321,2009-02-17
322,2009-02-17
323,2009-02-17
324,2009-02-18
325,2009-02-18
326,2009-02-19
327,2009-02-19
328,2009-02-19
329,2009-02-19
330,2009-02-19
331,2009-02-19
332,2009-02-20
333,2009-02-20
334,2009-02-20
335,2009-02-20
336,2009-02-20
337,2009-02-20
338,2009-02-21
339,2009-02-21
340,2009-02-21
341,2009-02-22
342,2009-02-22
343,2009-02-22
344,2009-02-22
345,2009-02-23
346,2009-02-23
347,2009-02-23
348,2009-02-23
349,2009-02-24
350,2009-02-24
351,2009-02-24
352,2009-02-24
353,2009-02-25
354,2009-02-25
355,2009-02-25
356,2009-02-25
357,2009-02-25
358,2009-02-26
359,2009-02-26
360,2009-02-26
361,2009-02-26
362,2009-02-26
363,2009-02-26
364,2009-02-26
365,2009-02-26
366,2009-02-26
367,2009-02-27
368,2009-02-27
369,2009-02-27
370,2009-02-27
371,2009-02-27
372,2009-02-28
373,2009-02-28
374,2009-02-28
375,2009-02-28
376,2009-03-01
377,2009-03-01
378,2009-03-01
379,2009-03-01
380,2009-03-01
381,2009-03-01
382,2009-03-01
383,2009-03-02
384,2009-03-02
385,2009-03-02
386,2009-03-02
387,2009-03-02
388,2009-03-02
389,2009-03-03
390,2009-03-04
391,2009-03-04
392,2009-03-04
393,2009-03-05
394,2009-03-05
395,2009-03-05
396,2009-03-05
397,2009-03-05
398,2009-03-05
399,2009-03-05
400,2009-03-05
401,2009-03-05
402,2009-03-06
403,2009-03-06
404,2009-03-06
405,2009-03-06
406,2009-03-07
407,2009-03-08
408,2009-03-08
409,2009-03-08
410,2009-03-08
411,2009-03-08
412,2009-03-09
413,2009-03-09
414,2009-03-09
415,2009-03-09
416,2009-03-09
417,2009-03-10
418,2009-03-10
419,2009-03-10
420,2009-03-10
421,2009-03-11
422,2009-03-11
423,2009-03-11
424,2009-03-11
425,2009-03-12
426,2009-03-12
427,2009-03-12
428,2009-03-12
429,2009-03-12
430,2009-03-12
431,2009-03-12
432,2009-03-13
433,2009-03-13
434,2009-03-13
435,2009-03-13
436,2009-03-14
437,2009-03-14
438,2009-03-14
439,2009-03-14
440,2009-03-14
441,2009-03-14
442,2009-03-14
443,2009-03-15
444,2009-03-15
445,2009-03-15
446,2009-03-15
447,2009-03-15
448,2009-03-15
449,2009-03-16
450,2009-03-16
451,2009-03-16
452,2009-03-16
453,2009-03-17
454,2009-03-17
455,2009-03-17
456,2009-03-18
457,2009-03-18
458,2009-03-18
459,2009-03-18
460,2009-03-18
461,2009-03-18
462,2009-03-18
463,2009-03-18
464,2009-03-19
465,2009-03-19
466,2009-03-19
467,2009-03-19
468,2009-03-19
469,2009-03-19
470,2009-03-19
471,2009-03-20
472,2009-03-20
473,2009-03-20
474,2009-03-20
475,2009-03-20
476,2009-03-20
477,2009-03-21
478,2009-03-21
479,2009-03-21
480,2009-03-21
481,2009-03-21
482,2009-03-21
483,2009-03-22
484,2009-03-22
485,2009-03-22
486,2009-03-22
487,2009-03-22
488,2009-03-22
489,2009-03-22
490,2009-03-22
491,2009-03-22
492,2009-03-22
493,2009-03-22
494,2009-03-22
495,2009-03-23
496,2009-03-23
497,2009-03-23
498,2009-03-23
499,2009-03-23
500,2009-03-23
501,2009-03-23
502,2009-03-24
503,2009-03-24
504,2009-03-24
505,2009-03-24
506,2009-03-24
507,2009-03-24
508,2009-03-24
509,2009-03-25
510,2009-03-25
511,2009-03-25
512,2009-03-25
513,2009-03-25
514,2009-03-25
515,2009-03-25
516,2009-03-25
517,2009-03-25
518,2009-03-25
519,2009-03-26
520,2009-03-26
521,2009-03-26
522,2009-03-26
523,2009-03-26
524,2009-03-26
525,2009-03-27
526,2009-03-27
527,2009-03-27
528,2009-03-27
529,2009-03-27
530,2009-03-27
531,2009-03-27
532,2009-03-27
533,2009-03-27
534,2009-03-27
535,2009-03-27
536,2009-03-27
537,2009-03-27
538,2009-03-27
539,2009-03-27
540,2009-03-28
541,2009-03-28
542,2009-03-28
543,2009-03-28
544,2009-03-28
545,2009-03-28
546,2009-03-28
547,2009-03-29
548,2009-03-29
549,2009-03-29
550,2009-03-29
551,2009-03-30
552,2009-03-30
553,2009-03-30
554,2009-03-30
555,2009-03-30
556,2009-03-30
557,2009-03-30
558,2009-03-31
559,2009-03-31
560,2009-03-31
561,2009-04-01
562,2009-04-01
563,2009-04-01
564,2009-04-01
565,2009-04-01
566,2009-04-01
567,2009-04-01
568,2009-04-02
569,2009-04-02
570,2009-04-02
571,2009-04-02
572,2009-04-02
573,2009-04-03
574,2009-04-04
575,2009-04-04
576,2009-04-04
577,2009-04-04
578,2009-04-04
579,2009-04-04
580,2009-04-05
581,2009-04-05
582,2009-04-05
583,2009-04-05
584,2009-04-06
585,2009-04-06
586,2009-04-06
587,2009-04-06
588,2009-04-06
589,2009-04-06
590,2009-04-06
591,2009-04-06
592,2009-04-06
593,2009-04-06
594,2009-04-06
595,2009-04-06
596,2009-04-06
597,2009-04-06
598,2009-04-07
599,2009-04-07
600,2009-04-07
601,2009-04-07
602,2009-04-07
603,2009-04-07
604,2009-04-07
605,2009-04-08
606,2009-04-08
607,2009-04-08
608,2009-04-08
609,2009-04-08
610,2009-04-08
611,2009-04-09
612,2009-04-09
613,2009-04-09
614,2009-04-09
615,2009-04-09
616,2009-04-09
617,2009-04-09
618,2009-04-09
619,2009-04-09
620,2009-04-09
621,2009-04-09
622,2009-04-09
623,2009-04-09
624,2009-04-09
625,2009-04-10
626,2009-04-10
627,2009-04-10
628,2009-04-10
629,2009-04-10
630,2009-04-10
631,2009-04-10
632,2009-04-10
633,2009-04-10
634,2009-04-10
635,2009-04-10
636,2009-04-11
637,2009-04-11
638,2009-04-11
639,2009-04-11
640,2009-04-12
641,2009-04-12
642,2009-04-12
643,2009-04-12
644,2009-04-13
645,2009-04-13
646,2009-04-13
647,2009-04-14
648,2009-04-14
649,2009-04-14
650,2009-04-15
651,2009-04-15
652,2009-04-15
653,2009-04-15
654,2009-04-15
655,2009-04-16
656,2009-04-16
657,2009-04-16
658,2009-04-16
659,2009-04-17
660,2009-04-17
661,2009-04-17
662,2009-04-17
663,2009-04-18
664,2009-04-18
665,2009-04-18
666,2009-04-18
667,2009-04-18
668,2009-04-18
669,2009-04-18
670,2009-04-18
671,2009-04-19
672,2009-04-19
673,2009-04-19
674,2009-04-19
675,2009-04-19
676,2009-04-19
677,2009-04-19
678,2009-04-20
679,2009-04-20
680,2009-04-20
681,2009-04-20
682,2009-04-20
683,2009-04-20
684,2009-04-21
685,2009-04-21
686,2009-04-21
687,2009-04-21
688,2009-04-21
689,2009-04-21
690,2009-04-21
691,2009-04-21
692,2009-04-22
693,2009-04-22
694,2009-04-22
695,2009-04-22
696,2009-04-22
697,2009-04-22
698,2009-04-23
699,2009-04-23
700,2009-04-23
701,2009-04-23
702,2009-04-23
703,2009-04-23
704,2009-04-24
705,2009-04-24
706,2009-04-24
707,2009-04-24
708,2009-04-24
709,2009-04-24
710,2009-04-25
711,2009-04-26
712,2009-04-26
713,2009-04-26
714,2009-04-26
715,2009-04-27
716,2009-04-27
717,2009-04-27
718,2009-04-27
719,2009-04-27
720,2009-04-28
721,2009-04-28
722,2009-04-28
723,2009-04-28
724,2009-04-28
725,2009-04-28
726,2009-04-29
727,2009-04-29
728,2009-04-29
729,2009-04-29
730,2009-04-30
731,2009-04-30
732,2009-04-30
733,2009-05-01
734,2009-05-01
735,2009-05-01
736,2009-05-01
737,2009-05-01
738,2009-05-01
739,2009-05-01
740,2009-05-02
741,2009-05-02
742,2009-05-02
743,2009-05-02
744,2009-05-02
745,2009-05-03
746,2009-05-03
747,2009-05-03
748,2009-05-03
749,2009-05-04
750,2009-05-04
751,2009-05-04
752,2009-05-04
753,2009-05-04
754,2009-05-04
755,2009-05-04
756,2009-05-05
757,2009-05-05
758,2009-05-05
759,2009-05-05
760,2009-05-05
761,2009-05-05
762,2009-05-06
763,2009-05-06
764,2009-05-06
765,2009-05-07
766,2009-05-07
767,2009-05-07
768,2009-05-07
769,2009-05-07
770,2009-05-07
771,2009-05-07
772,2009-05-07
773,2009-05-08
774,2009-05-08
775,2009-05-08
776,2009-05-09
777,2009-05-09
778,2009-05-09
779,2009-05-09
780,2009-05-09
781,2009-05-10
782,2009-05-10
783,2009-05-11
784,2009-05-11
785,2009-05-11
786,2009-05-11
787,2009-05-11
788,2009-05-11
789,2009-05-11
790,2009-05-11
791,2009-05-11
792,2009-05-12
793,2009-05-12
794,2009-05-12
795,2009-05-12
796,2009-05-12
797,2009-05-12
798,2009-05-12
799,2009-05-12
800,2009-05-13
801,2009-05-13
802,2009-05-13
803,2009-05-13
804,2009-05-13
805,2009-05-13
806,2009-05-13
807,2009-05-13
808,2009-05-14
809,2009-05-14
810,2009-05-14
811,2009-05-14
812,2009-05-14
813,2009-05-14
814,2009-05-15
815,2009-05-15
816,2009-05-15
817,2009-05-15
818,2009-05-15
819,2009-05-15
820,2009-05-15
821,2009-05-15
822,2009-05-15
823,2009-05-16
824,2009-05-16
825,2009-05-16
826,2009-05-16
827,2009-05-16
828,2009-05-17
829,2009-05-17
830,2009-05-17
831,2009-05-17
832,2009-05-17
833,2009-05-18
834,2009-05-18
835,2009-05-18
836,2009-05-18
837,2009-05-18
838,2009-05-18
839,2009-05-18
840,2009-05-19
841,2009-05-19
842,2009-05-19
843,2009-05-20
844,2009-05-20
845,2009-05-20
846,2009-05-20
847,2009-05-20
848,2009-05-20
849,2009-05-20
850,2009-05-20
851,2009-05-20
852,2009-05-21
853,2009-05-21
854,2009-05-21
855,2009-05-21
856,2009-05-21
857,2009-05-21
858,2009-05-21
859,2009-05-21
860,2009-05-21
861,2009-05-21
862,2009-05-21
863,2009-05-22
864,2009-05-22
865,2009-05-22
866,2009-05-22
867,2009-05-22
868,2009-05-22
869,2009-05-22
870,2009-05-23
871,2009-05-23
872,2009-05-23
873,2009-05-23
874,2009-05-23
875,2009-05-24
876,2009-05-24
877,2009-05-24
878,2009-05-24
879,2009-05-24
880,2009-05-24
881,2009-05-24
882,2009-05-25
883,2009-05-25
884,2009-05-25
885,2009-05-25
886,2009-05-25
887,2009-05-25
888,2009-05-25
889,2009-05-25
890,2009-05-25
891,2009-05-25
892,2009-05-25
893,2009-05-26
894,2009-05-26
895,2009-05-26
896,2009-05-26
897,2009-05-26
898,2009-05-26
899,2009-05-27
900,2009-05-27
901,2009-05-27
902,2009-05-27
903,2009-05-27
904,2009-05-28
905,2009-05-28
906,2009-05-28
907,2009-05-28
908,2009-05-28
909,2009-05-28
910,2009-05-29
911,2009-05-29
912,2009-05-29
913,2009-05-30
914,2009-05-30
915,2009-06-01
916,2009-06-01
917,2009-06-01
918,2009-06-01
919,2009-06-01
920,2009-06-01
921,2009-06-01
922,2009-06-01
923,2009-06-01
924,2009-06-01
925,2009-06-01
926,2009-06-01
927,2009-06-02
928,2009-06-02
929,2009-06-02
930,2009-06-02
931,2009-06-02
932,2009-06-02
933,2009-06-03
934,2009-06-03
935,2009-06-03
936,2009-06-03
937,2009-06-03
938,2009-06-03
939,2009-06-03
940,2009-06-03
941,2009-06-03
942,2009-06-03
943,2009-06-04
944,2009-06-04
945,2009-06-04
946,2009-06-04
947,2009-06-04
948,2009-06-05
949,2009-06-06
950,2009-06-06
951,2009-06-07
952,2009-06-07
953,2009-06-07
954,2009-06-07
955,2009-06-07
956,2009-06-07
957,2009-06-07
958,2009-06-07
959,2009-06-07
960,2009-06-08
961,2009-06-08
962,2009-06-09
963,2009-06-10
964,2009-06-10
965,2009-06-11
966,2009-06-11
967,2009-06-11
968,2009-06-11
969,2009-06-11
970,2009-06-11
971,2009-06-11
972,2009-06-11
973,2009-06-11
974,2009-06-11
975,2009-06-12
976,2009-06-12
977,2009-06-12
978,2009-06-12
979,2009-06-12
980,2009-06-12
981,2009-06-12
982,2009-06-12
983,2009-06-12
984,2009-06-12
985,2009-06-12
986,2009-06-13
987,2009-06-13
988,2009-06-13
989,2009-06-13
990,2009-06-13
991,2009-06-14
992,2009-06-14
993,2009-06-14
994,2009-06-14
995,2009-06-15
996,2009-06-15
997,2009-06-15
998,2009-06-15
999,2009-06-15
1000,2009-06-15
1001,2009-06-15
1002,2009-06-16
1003,2009-06-17
1004,2009-06-17
1005,2009-06-17
1006,2009-06-17
1007,2009-06-17
1008,2009-06-17
1009,2009-06-17
1010,2009-06-17
1011,2009-06-17
1012,2009-06-17
1013,2009-06-17
1014,2009-06-17
1015,2009-06-17
1016,2009-06-17
1017,2009-06-18
1018,2009-06-18
1019,2009-06-19
1020,2009-06-19
1021,2009-06-19
1022,2009-06-19
1023,2009-06-20
1024,2009-06-20
1025,2009-06-20
1026,2009-06-20
1027,2009-06-20
1028,2009-06-21
1029,2009-06-21
1030,2009-06-21
1031,2009-06-21
1032,2009-06-21
1033,2009-06-22
1034,2009-06-22
1035,2009-06-22
1036,2009-06-22
1037,2009-06-22
1038,2009-06-22
1039,2009-06-22
1040,2009-06-22
1041,2009-06-23
1042,2009-06-23
1043,2009-06-23
1044,2009-06-23
1045,2009-06-23
1046,2009-06-23
1047,2009-06-24
1048,2009-06-24
1049,2009-06-24
1050,2009-06-24
1051,2009-06-24
1052,2009-06-24
1053,2009-06-24
1054,2009-06-25
1055,2009-06-25
1056,2009-06-25
1057,2009-06-25
1058,2009-06-25
1059,2009-06-26
1060,2009-06-28
1061,2009-06-28
1062,2009-06-28
1063,2009-06-28
1064,2009-06-29
1065,2009-06-29
1066,2009-06-29
1067,2009-06-29
1068,2009-06-29
1069,2009-06-29
1070,2009-06-30
1071,2009-06-30
1072,2009-06-30
1073,2009-06-30
1074,2009-06-30
1075,2009-06-30
1076,2009-06-30
1077,2009-06-30
1078,2009-06-30
1079,2009-07-01
1080,2009-07-01
1081,2009-07-01
1082,2009-07-01
1083,2009-07-01
1084,2009-07-01
1085,2009-07-01
1086,2009-07-01
1087,2009-07-01
1088,2009-07-01
1089,2009-07-02
1090,2009-07-02
1091,2009-07-02
1092,2009-07-02
1093,2009-07-02
1094,2009-07-02
1095,2009-07-02
1096,2009-07-02
1097,2009-07-02
1098,2009-07-03
1099,2009-07-03
1100,2009-07-03
1101,2009-07-03
1102,2009-07-03
1103,2009-07-03
1104,2009-07-03
1105,2009-07-03
1106,2009-07-04
1107,2009-07-04
1108,2009-07-04
1109,2009-07-04
1110,2009-07-04
1111,2009-07-04
1112,2009-07-04
1113,2009-07-04
1114,2009-07-04
1115,2009-07-04
1116,2009-07-05
1117,2009-07-05
1118,2009-07-05
1119,2009-07-05
1120,2009-07-06
1121,2009-07-06
1122,2009-07-06
1123,2009-07-06
1124,2009-07-06
1125,2009-07-06
1126,2009-07-06
1127,2009-07-06
1128,2009-07-06
1129,2009-07-06
1130,2009-07-06
1131,2009-07-06
1132,2009-07-06
1133,2009-07-06
1134,2009-07-07
1135,2009-07-07
1136,2009-07-07
1137,2009-07-07
1138,2009-07-07
1139,2009-07-07
1140,2009-07-07
1141,2009-07-07
1142,2009-07-08
1143,2009-07-09
1144,2009-07-09
1145,2009-07-09
1146,2009-07-09
1147,2009-07-09
1148,2009-07-09
1149,2009-07-09
1150,2009-07-10
1151,2009-07-10
1152,2009-07-11
1153,2009-07-12
1154,2009-07-12
1155,2009-07-12
1156,2009-07-12
1157,2009-07-12
1158,2009-07-12
1159,2009-07-12
1160,2009-07-12
1161,2009-07-12
1162,2009-07-12
1163,2009-07-12
1164,2009-07-13
1165,2009-07-13
1166,2009-07-13
1167,2009-07-13
1168,2009-07-14
1169,2009-07-14
1170,2009-07-14
1171,2009-07-14
1172,2009-07-15
1173,2009-07-15
1174,2009-07-15
1175,2009-07-15
1176,2009-07-15
1177,2009-07-15
1178,2009-07-16
1179,2009-07-16
1180,2009-07-16
1181,2009-07-16
1182,2009-07-16
1183,2009-07-16
1184,2009-07-16
1185,2009-07-16
1186,2009-07-17
1187,2009-07-17
1188,2009-07-17
1189,2009-07-17
1190,2009-07-17
1191,2009-07-17
1192,2009-07-17
1193,2009-07-17
1194,2009-07-17
1195,2009-07-17
1196,2009-07-20
1197,2009-07-20
1198,2009-07-20
1199,2009-07-20
1200,2009-07-20
1201,2009-07-20
1202,2009-07-20
1203,2009-07-20
1204,2009-07-21
1205,2009-07-21
1206,2009-07-21
1207,2009-07-21
1208,2009-07-21
1209,2009-07-21
1210,2009-07-21
1211,2009-07-21
1212,2009-07-21
1213,2009-07-21
1214,2009-07-21
1215,2009-07-21
1216,2009-07-22
1217,2009-07-22
1218,2009-07-22
1219,2009-07-22
1220,2009-07-22
1221,2009-07-24
1222,2009-07-24
1223,2009-07-24
1224,2009-07-24
1225,2009-07-24
1226,2009-07-24
1227,2009-07-24
1228,2009-07-25
1229,2009-07-26
1230,2009-07-26
1231,2009-07-26
1232,2009-07-26
1233,2009-07-26
1234,2009-07-26
1235,2009-07-26
1236,2009-07-26
1237,2009-07-26
1238,2009-07-26
1239,2009-07-26
1240,2009-07-26
1241,2009-07-27
1242,2009-07-27
1243,2009-07-27
1244,2009-07-27
1245,2009-07-27
1246,2009-07-27
1247,2009-07-27
1248,2009-07-28
1249,2009-07-28
1250,2009-07-28
1251,2009-07-29
1252,2009-07-29
1253,2009-07-29
1254,2009-07-29
1255,2009-07-30
1256,2009-07-30
1257,2009-07-30
1258,2009-07-30
1259,2009-07-30
1260,2009-07-30
1261,2009-07-31
1262,2009-07-31
1263,2009-07-31
1264,2009-07-31
1265,2009-07-31
1266,2009-07-31
1267,2009-07-31
1268,2009-07-31
1269,2009-08-01
1270,2009-08-01
1271,2009-08-01
1272,2009-08-01
1273,2009-08-01
1274,2009-08-02
1275,2009-08-02
1276,2009-08-02
1277,2009-08-02
1278,2009-08-02
1279,2009-08-02
1280,2009-08-02
1281,2009-08-03
1282,2009-08-03
1283,2009-08-03
1284,2009-08-04
1285,2009-08-04
1286,2009-08-04
1287,2009-08-04
1288,2009-08-04
1289,2009-08-04
1290,2009-08-04
1291,2009-08-04
1292,2009-08-05
1293,2009-08-05
1294,2009-08-05
1295,2009-08-05
1296,2009-08-05
1297,2009-08-05
1298,2009-08-05
1299,2009-08-05
1300,2009-08-05
1301,2009-08-06
1302,2009-08-06
1303,2009-08-06
1304,2009-08-06
1305,2009-08-06
1306,2009-08-06
1307,2009-08-06
1308,2009-08-06
1309,2009-08-06
1310,2009-08-06
1311,2009-08-06
1312,2009-08-07
1313,2009-08-07
1314,2009-08-07
1315,2009-08-07
1316,2009-08-07
1317,2009-08-08
1318,2009-08-09
1319,2009-08-09
1320,2009-08-09
1321,2009-08-09
1322,2009-08-10
1323,2009-08-10
1324,2009-08-10
1325,2009-08-10
1326,2009-08-10
1327,2009-08-10
1328,2009-08-10
1329,2009-08-10
1330,2009-08-10
1331,2009-08-10
1332,2009-08-11
1333,2009-08-11
1334,2009-08-11
1335,2009-08-11
1336,2009-08-11
1337,2009-08-11
1338,2009-08-11
1339,2009-08-12
1340,2009-08-12
1341,2009-08-12
1342,2009-08-12
1343,2009-08-12
1344,2009-08-13
1345,2009-08-13
1346,2009-08-14
1347,2009-08-14
1348,2009-08-14
1349,2009-08-14
1350,2009-08-14
1351,2009-08-14
1352,2009-08-14
1353,2009-08-14
1354,2009-08-14
1355,2009-08-14
1356,2009-08-14
1357,2009-08-14
1358,2009-08-14
1359,2009-08-15
1360,2009-08-15
1361,2009-08-15
1362,2009-08-15
1363,2009-08-15
1364,2009-08-15
1365,2009-08-15
1366,2009-08-15
1367,2009-08-15
1368,2009-08-15
1369,2009-08-15
1370,2009-08-15
1371,2009-08-15
1372,2009-08-15
1373,2009-08-15
1374,2009-08-16
1375,2009-08-16
1376,2009-08-16
1377,2009-08-16
1378,2009-08-16
1379,2009-08-16
1380,2009-08-17
1381,2009-08-17
1382,2009-08-18
1383,2009-08-18
1384,2009-08-18
1385,2009-08-18
1386,2009-08-18
1387,2009-08-18
1388,2009-08-18
1389,2009-08-18
1390,2009-08-19
1391,2009-08-19
1392,2009-08-19
1393,2009-08-19
1394,2009-08-19
1395,2009-08-20
1396,2009-08-20
1397,2009-08-20
1398,2009-08-21
1399,2009-08-21
1400,2009-08-21
1401,2009-08-21
1402,2009-08-21
1403,2009-08-21
1404,2009-08-22
1405,2009-08-22
1406,2009-08-22
1407,2009-08-22
1408,2009-08-22
1409,2009-08-22
1410,2009-08-22
1411,2009-08-22
1412,2009-08-23
1413,2009-08-23
1414,2009-08-23
1415,2009-08-23
1416,2009-08-23
1417,2009-08-23
1418,2009-08-23
1419,2009-08-24
1420,2009-08-24
1421,2009-08-24
1422,2009-08-24
1423,2009-08-24
1424,2009-08-24
1425,2009-08-24
1426,2009-08-25
1427,2009-08-25
1428,2009-08-25
1429,2009-08-25
1430,2009-08-26
1431,2009-08-26
1432,2009-08-26
1433,2009-08-26
1434,2009-08-27
1435,2009-08-27
1436,2009-08-27
1437,2009-08-27
1438,2009-08-27
1439,2009-08-27
1440,2009-08-27
1441,2009-08-27
1442,2009-08-27
1443,2009-08-28
1444,2009-08-28
1445,2009-08-28
1446,2009-08-28
1447,2009-08-28
1448,2009-08-28
1449,2009-08-28
1450,2009-08-29
1451,2009-08-29
1452,2009-08-29
1453,2009-08-30
1454,2009-08-31
1455,2009-08-31
1456,2009-08-31
1457,2009-08-31
1458,2009-08-31
1459,2009-08-31
1460,2009-08-31
1461,2009-08-31
1462,2009-09-01
1463,2009-09-01
1464,2009-09-01
1465,2009-09-01
1466,2009-09-01
1467,2009-09-01
1468,2009-09-01
1469,2009-09-01
1470,2009-09-02
1471,2009-09-02
1472,2009-09-02
1473,2009-09-02
1474,2009-09-02
1475,2009-09-02
1476,2009-09-03
1477,2009-09-04
1478,2009-09-04
1479,2009-09-04
1480,2009-09-04
1481,2009-09-04
1482,2009-09-04
1483,2009-09-04
1484,2009-09-04
1485,2009-09-04
1486,2009-09-04
1487,2009-09-04
1488,2009-09-05
1489,2009-09-05
1490,2009-09-05
1491,2009-09-05
1492,2009-09-05
1493,2009-09-05
1494,2009-09-05
1495,2009-09-05
1496,2009-09-06
1497,2009-09-06
