Order Date,City,Product ID,SalesQtyTotal,SalesAmtTotal,DisAmtTotal,ProfAmtTotal,CostAmt
2014-01-13,Newark,OFF-PA-10002947,7,37.408,0.2,13.0928,24.3152
2014-01-13,San Francisco,FUR-BO-10003034,3,333.99899999999997,0.15,3.929400000000008,330.0696
2014-01-13,San Francisco,OFF-AR-10003514,5,19.9,0.0,6.566999999999998,13.333
2014-01-13,San Francisco,OFF-ST-10000078,5,1325.8500000000001,0.0,238.6529999999999,1087.1970000000001
2014-01-14,Philadelphia,FUR-BO-10003433,4,61.96,0.5,-53.28560000000001,115.24560000000001
2014-01-15,Roswell,TEC-AC-10003628,5,149.95,0.0,65.97800000000001,83.97199999999998
2014-01-16,Philadelphia,FUR-FU-10001095,6,127.10400000000001,0.2,28.598399999999998,98.50560000000002
2014-01-16,Philadelphia,OFF-BI-10001575,2,18.588000000000005,0.7,-13.6312,32.2192
2014-01-16,Philadelphia,OFF-LA-10001074,3,30.072000000000003,0.2,10.149299999999997,19.922700000000006
2014-01-16,Philadelphia,TEC-PH-10004614,3,124.19999999999999,0.4,-31.05000000000001,155.25
2014-01-18,Springfield,OFF-AP-10000692,4,64.864,0.2,6.486400000000003,58.3776
2014-01-19,Scottsdale,FUR-BO-10001972,5,181.47000000000003,0.7,-320.597,502.067
2014-01-19,Scottsdale,OFF-BI-10003676,10,32.34,0.7,-23.716,56.056000000000004
2014-01-19,Scottsdale,OFF-EN-10002504,5,108.72,0.2,36.693,72.027
2014-01-19,Scottsdale,OFF-PA-10000659,4,56.064,0.2,19.6224,36.4416
2014-01-20,Jonesboro,FUR-CH-10002331,3,1067.94,0.0,224.2673999999999,843.6726000000001
2014-01-20,Jonesboro,FUR-FU-10003194,4,38.6,0.0,11.579999999999998,27.020000000000003
2014-01-20,Jonesboro,OFF-AR-10002375,7,22.959999999999997,0.0,6.658399999999997,16.3016
2014-01-20,Jonesboro,OFF-AR-10003811,3,6.63,0.0,1.7901,4.8399
2014-01-20,Jonesboro,OFF-EN-10001539,3,23.34,0.0,10.9698,12.3702
2014-01-20,Jonesboro,TEC-PH-10001061,7,699.93,0.0,181.9818,517.9481999999999
2014-01-20,Los Angeles,FUR-FU-10003194,2,19.3,0.0,5.789999999999999,13.510000000000002
2014-01-20,Los Angeles,OFF-PA-10002893,2,19.36,0.0,9.2928,10.0672
2014-01-20,Smyrna,OFF-BI-10003091,1,67.194,0.7,-51.515399999999985,118.70939999999999
2014-01-20,Westland,FUR-FU-10002268,3,14.73,0.0,4.860899999999999,9.869100000000001
2014-01-20,Westland,FUR-FU-10002918,3,272.94,0.0,30.02340000000001,242.9166
2014-01-20,Westland,OFF-AP-10002311,4,247.716,0.1,93.58160000000001,154.1344
2014-01-20,Westland,OFF-AR-10004456,3,43.92,0.0,12.736799999999999,31.183200000000003
2014-01-20,Westland,OFF-BI-10000605,5,19.05,0.0,8.953499999999998,10.096500000000002
2014-01-20,Westland,OFF-BI-10004364,5,29.700000000000003,0.0,13.365,16.335
2014-01-20,Westland,OFF-ST-10000760,1,13.98,0.0,4.0542,9.9258
2014-01-20,Westland,OFF-ST-10003123,2,66.58,0.0,15.979199999999999,50.6008
2014-01-21,Miami,FUR-FU-10001889,3,25.248,0.2,4.102799999999999,21.145200000000003
2014-01-23,Lafayette,OFF-FA-10003467,3,5.9399999999999995,0.0,0.0,5.9399999999999995
2014-01-23,Las Vegas,OFF-PA-10001804,6,40.08,0.0,19.2384,20.8416
2014-01-26,Alexandria,FUR-FU-10001847,3,12.419999999999998,0.0,4.4712,7.9487999999999985
2014-01-26,Alexandria,FUR-FU-10004587,3,62.82000000000001,0.0,30.7818,32.0382
2014-01-26,Alexandria,OFF-PA-10000380,2,16.68,0.0,8.34,8.34
2014-01-26,Alexandria,OFF-PA-10003072,3,19.44,0.0,9.3312,10.1088
2014-01-26,Alexandria,OFF-ST-10004337,8,489.92,0.0,0.0,489.92
2014-01-26,Alexandria,TEC-PH-10002103,2,187.98,0.0,52.6344,135.3456
2014-01-26,Alexandria,TEC-PH-10004833,13,155.35,0.0,0.0,155.35
2014-01-26,Rapid City,FUR-BO-10004409,2,141.96,0.0,39.7488,102.2112
2014-01-26,Rapid City,OFF-BI-10001758,2,10.68,0.0,5.0196,5.6604
2014-01-27,San Diego,FUR-TA-10003469,3,333.0,0.2,-16.64999999999999,349.65
2014-01-27,San Diego,OFF-AR-10003179,4,36.44,0.0,12.025199999999998,24.4148
2014-01-27,San Diego,OFF-ST-10003692,1,57.23,0.0,14.307499999999997,42.9225
2014-01-28,New York City,OFF-BI-10000343,1,3.9280000000000004,0.2,1.3256999999999999,2.6023000000000005
2014-01-30,Detroit,OFF-PA-10001204,2,10.56,0.0,4.752,5.808000000000001
2014-01-30,Detroit,OFF-ST-10000991,2,229.94,0.0,6.898200000000003,223.0418
2014-01-31,Mission Viejo,FUR-BO-10003966,2,290.666,0.15,3.4195999999999884,287.2464
2014-02-01,Green Bay,TEC-AC-10001432,6,468.90000000000003,0.0,206.31600000000006,262.58399999999995
2014-02-02,Saint Petersburg,OFF-BI-10000666,2,18.336000000000002,0.7,-12.224,30.560000000000002
2014-02-02,Saint Petersburg,TEC-PH-10002890,5,180.96,0.2,13.571999999999996,167.388
2014-02-02,San Diego,OFF-FA-10001843,5,12.350000000000001,0.0,5.8045,6.545500000000001
2014-02-03,Seattle,OFF-BI-10002827,3,13.272000000000002,0.2,4.3134,8.958600000000002
2014-02-03,Seattle,OFF-BI-10004593,2,83.84,0.2,27.247999999999998,56.592000000000006
2014-02-04,Escondido,OFF-BI-10003676,2,17.248,0.2,6.036799999999999,11.211200000000002
2014-02-04,San Diego,OFF-BI-10004230,3,82.896,0.2,29.0136,53.882400000000004
2014-02-04,San Diego,OFF-PA-10000350,4,34.24,0.0,16.0928,18.1472
2014-02-06,Chesapeake,OFF-LA-10002787,4,15.0,0.0,7.199999999999999,7.800000000000001
2014-02-06,Chesapeake,TEC-PH-10001615,5,144.95,0.0,42.035499999999985,102.9145
2014-02-06,Chesapeake,TEC-PH-10003645,1,161.61,0.0,42.018600000000006,119.59140000000001
2014-02-06,Romeoville,OFF-BI-10001196,2,8.951999999999998,0.8,-14.770800000000001,23.7228
2014-02-07,Linden,TEC-AC-10000710,7,115.36,0.0,49.60480000000001,65.75519999999999
2014-02-07,New York City,OFF-ST-10001558,4,64.96,0.0,9.744,55.215999999999994
2014-02-08,North Las Vegas,FUR-FU-10002111,2,14.56,0.0,5.5328,9.0272
2014-02-11,Chesapeake,FUR-TA-10003715,6,1256.22,0.0,75.37319999999994,1180.8468
2014-02-11,Chesapeake,OFF-BI-10003291,2,17.46,0.0,8.206199999999999,9.253800000000002
2014-02-11,Chesapeake,TEC-AC-10001432,3,234.45000000000002,0.0,103.15800000000003,131.29199999999997
2014-02-11,Columbia,FUR-CH-10001146,1,60.89,0.0,15.222499999999997,45.667500000000004
2014-02-11,Columbia,FUR-FU-10002298,3,332.94,0.0,53.270399999999995,279.6696
2014-02-11,Columbia,OFF-BI-10004654,3,51.900000000000006,0.0,24.393,27.507000000000005
2014-02-11,Columbia,OFF-BI-10004728,2,9.64,0.0,4.4344,5.2056000000000004
2014-02-11,Columbia,OFF-LA-10004853,3,14.940000000000001,0.0,6.8724,8.067600000000002
2014-02-11,Columbia,OFF-ST-10002583,2,64.96,0.0,2.598399999999998,62.361599999999996
2014-02-12,Concord,FUR-CH-10000225,2,129.568,0.2,-24.29400000000002,153.86200000000002
2014-02-14,Houston,OFF-PA-10000466,3,16.176000000000002,0.2,6.065999999999999,10.110000000000003
2014-02-14,Seattle,OFF-AP-10001293,2,81.96,0.0,22.9488,59.011199999999995
2014-02-14,Seattle,OFF-SU-10000157,2,238.62,0.0,4.772400000000005,233.8476
2014-02-14,Seattle,TEC-AC-10000736,3,239.96999999999997,0.0,86.38919999999999,153.58079999999998
2014-02-15,Seattle,OFF-BI-10001031,5,21.36,0.2,7.209,14.151
2014-02-16,Dallas,OFF-AP-10001303,2,7.959999999999997,0.8,-13.930000000000003,21.89
2014-02-16,Dallas,OFF-BI-10002012,3,1.0799999999999998,0.8,-1.7280000000000002,2.808
2014-02-17,Chicago,OFF-AR-10003631,14,54.208,0.2,8.808799999999998,45.3992
2014-02-18,Arlington,OFF-ST-10000321,2,12.624,0.2,-2.524800000000002,15.148800000000003
2014-02-18,Lubbock,FUR-FU-10002396,5,25.16,0.6,-11.322,36.482
2014-02-20,Los Angeles,OFF-PA-10003363,2,12.96,0.0,6.2208000000000006,6.7392
2014-02-20,Richmond,FUR-FU-10000221,4,20.32,0.0,6.908799999999999,13.411200000000001
2014-02-20,Richmond,TEC-AC-10001284,3,62.31,0.0,22.4316,39.8784
2014-02-21,Woodstock,OFF-BI-10004094,5,8.849999999999998,0.8,-13.717499999999998,22.567499999999995
2014-02-22,Moreno Valley,OFF-PA-10001800,3,19.44,0.0,9.3312,10.1088
2014-02-23,El Paso,OFF-BI-10000320,3,4.427999999999999,0.8,-6.863399999999999,11.291399999999998
2014-02-23,El Paso,OFF-LA-10004425,3,6.936000000000001,0.2,2.3409000000000004,4.5951
2014-02-24,Medford,OFF-PA-10000069,3,22.776000000000003,0.2,7.6869,15.089100000000004
2014-02-24,Medford,OFF-PA-10000174,4,32.896,0.2,11.102399999999996,21.793600000000005
2014-02-27,Columbus,OFF-AR-10003560,4,19.456000000000003,0.2,3.404799999999998,16.051200000000005
2014-03-01,El Paso,FUR-CH-10001270,6,362.24999999999994,0.3,0.0,362.24999999999994
2014-03-01,El Paso,FUR-FU-10001095,6,63.55200000000001,0.6,-34.9536,98.50560000000002
2014-03-01,El Paso,OFF-FA-10004395,5,18.84,0.2,-3.5324999999999998,22.3725
2014-03-01,El Paso,OFF-ST-10001469,3,129.552,0.2,-22.671600000000005,152.2236
2014-03-01,Elmhurst,FUR-CH-10000863,6,634.116,0.3,-172.11720000000003,806.2332
2014-03-01,Elmhurst,OFF-PA-10003036,3,17.472,0.2,5.678399999999998,11.793600000000003
2014-03-01,Houston,FUR-TA-10001866,3,376.50899999999996,0.3,-43.029600000000045,419.5386
2014-03-01,Houston,OFF-ST-10003692,3,137.352,0.2,8.584499999999991,128.7675
2014-03-01,New York City,TEC-PH-10003655,3,5.9399999999999995,0.0,1.6038,4.3362
2014-03-01,Seattle,FUR-CH-10004063,2,457.56800000000004,0.2,51.47639999999994,406.0916000000001
2014-03-02,New York City,OFF-EN-10001990,2,11.36,0.0,5.339199999999999,6.0208
2014-03-02,New York City,OFF-PA-10000587,5,36.4,0.0,17.472,18.927999999999997
2014-03-02,Philadelphia,OFF-PA-10000327,1,3.4240000000000004,0.2,1.0699999999999996,2.354000000000001
2014-03-02,Philadelphia,TEC-AC-10004353,3,151.20000000000002,0.2,32.13,119.07000000000002
2014-03-03,Columbus,FUR-BO-10001972,5,302.45,0.5,-199.61700000000002,502.067
2014-03-03,Columbus,OFF-LA-10000305,3,15.120000000000001,0.2,4.913999999999999,10.206000000000003
2014-03-03,Columbus,OFF-ST-10002486,8,44.672000000000004,0.2,-10.051200000000003,54.723200000000006
2014-03-03,Houston,OFF-AP-10002534,3,176.77199999999996,0.8,-459.60720000000003,636.3792
2014-03-03,New York City,OFF-BI-10003429,5,25.32,0.2,9.178500000000001,16.1415
2014-03-03,New York City,OFF-BI-10004593,3,125.76,0.2,40.872,84.888
2014-03-03,New York City,TEC-PH-10004700,1,9.99,0.0,4.5954,5.3946000000000005
2014-03-03,San Diego,FUR-TA-10002958,3,626.3520000000001,0.2,-23.48820000000009,649.8402000000002
2014-03-03,Wilmington,OFF-AR-10003560,4,19.456000000000003,0.2,3.404799999999998,16.051200000000005
2014-03-04,Columbia,OFF-ST-10001370,5,354.90000000000003,0.0,17.744999999999962,337.1550000000001
2014-03-04,Margate,OFF-AR-10001374,3,15.552000000000003,0.2,2.332799999999999,13.219200000000004
2014-03-05,Yonkers,OFF-AR-10000588,3,59.519999999999996,0.0,15.475200000000001,44.044799999999995
2014-03-05,Yonkers,OFF-BI-10001617,6,49.632000000000005,0.2,16.750799999999998,32.88120000000001
2014-03-05,Yonkers,OFF-PA-10001878,2,97.82,0.0,45.97539999999999,51.8446
2014-03-05,Yonkers,OFF-SU-10000381,2,18.62,0.0,5.399799999999999,13.220200000000002
2014-03-05,Yonkers,TEC-AC-10002001,3,479.97,0.0,177.58890000000002,302.3811
2014-03-07,Des Moines,OFF-BI-10004224,2,107.64800000000001,0.2,33.639999999999986,74.00800000000002
2014-03-07,Seattle,FUR-CH-10002780,6,436.70400000000006,0.2,21.835199999999986,414.8688000000001
2014-03-07,Seattle,FUR-CH-10004477,1,48.712,0.2,5.480099999999997,43.23190000000001
2014-03-07,Seattle,FUR-CH-10004495,2,481.56800000000004,0.2,54.17639999999993,427.3916000000001
2014-03-07,Seattle,OFF-AR-10000390,5,20.65,0.0,9.498999999999999,11.151
2014-03-07,Seattle,OFF-AR-10001427,3,17.94,0.0,4.6644000000000005,13.2756
2014-03-07,Seattle,OFF-ST-10000934,5,204.89999999999998,0.0,0.0,204.89999999999998
2014-03-07,Seattle,OFF-ST-10002344,3,242.94,0.0,4.858800000000016,238.08119999999997
2014-03-10,Denver,OFF-AR-10001044,4,83.168,0.2,9.356399999999994,73.81160000000001
2014-03-10,Denver,OFF-ST-10000078,3,636.4080000000001,0.2,-15.910200000000088,652.3182000000002
2014-03-10,Royal Oak,OFF-PA-10002259,2,22.38,0.0,10.7424,11.637599999999999
2014-03-11,Columbus,FUR-FU-10003981,5,8.32,0.2,2.2880000000000003,6.032
2014-03-11,Columbus,OFF-FA-10001561,6,10.464000000000002,0.2,1.7003999999999992,8.763600000000004
2014-03-11,New York City,OFF-PA-10002137,14,108.92,0.0,49.013999999999996,59.906000000000006
2014-03-11,Richmond,OFF-AP-10002578,3,146.76,0.0,38.1576,108.60239999999999
2014-03-11,Richmond,OFF-PA-10000213,3,14.940000000000001,0.0,7.021800000000001,7.918200000000001
2014-03-11,Richmond,TEC-AC-10000710,2,32.96,0.0,14.172800000000002,18.7872
2014-03-11,Richmond,TEC-PH-10000984,3,587.97,0.0,164.63160000000005,423.3384
2014-03-11,Roseville,OFF-AR-10001770,3,7.98,0.0,2.0747999999999998,5.905200000000001
2014-03-14,Chesapeake,FUR-CH-10003379,4,1139.92,0.0,284.98,854.94
2014-03-14,Chicago,OFF-PA-10001215,2,8.448,0.2,2.6399999999999997,5.808000000000001
2014-03-14,Chicago,TEC-MA-10003626,2,574.91,0.3,156.04699999999997,418.863
2014-03-14,Huntington Beach,OFF-AR-10003723,1,3.38,0.0,1.2506,2.1294
2014-03-14,Huntington Beach,OFF-PA-10001204,2,10.56,0.0,4.752,5.808000000000001
2014-03-14,Jacksonville,OFF-PA-10000176,6,91.056,0.2,31.869599999999995,59.186400000000006
2014-03-14,Logan,OFF-BI-10001617,4,33.088,0.2,11.1672,21.9208
2014-03-14,Logan,OFF-BI-10003007,2,62.048,0.2,20.165599999999998,41.882400000000004
2014-03-14,Logan,OFF-ST-10000736,1,80.98,0.0,3.2391999999999967,77.74080000000001
2014-03-14,Logan,OFF-ST-10003221,2,21.36,0.0,5.767200000000001,15.592799999999999
2014-03-14,Logan,TEC-AC-10004877,12,82.80000000000001,0.0,6.623999999999995,76.17600000000002
2014-03-15,Tampa,FUR-FU-10001756,3,45.696,0.2,5.140799999999992,40.555200000000006
2014-03-15,Tampa,OFF-BI-10000773,3,7.218,0.7,-5.533800000000001,12.751800000000001
2014-03-15,Tampa,OFF-BI-10001543,4,43.18800000000001,0.7,-31.6712,74.85920000000002
2014-03-15,Tampa,OFF-PA-10002120,3,131.904,0.2,47.815200000000004,84.08879999999999
2014-03-15,Tampa,OFF-ST-10001490,1,142.776,0.2,17.84699999999998,124.92900000000003
2014-03-16,Raleigh,TEC-PH-10002415,2,471.92,0.2,29.49500000000002,442.425
2014-03-17,Dallas,OFF-AR-10003732,2,4.4479999999999995,0.2,0.3335999999999999,4.1144
2014-03-17,Dallas,OFF-PA-10002195,1,5.184000000000001,0.2,1.8792,3.304800000000001
2014-03-17,Dallas,OFF-PA-10002365,3,15.552000000000003,0.2,5.4432,10.108800000000002
2014-03-17,Jackson,OFF-AP-10003971,3,32.67,0.0,8.494200000000001,24.175800000000002
2014-03-17,Jackson,OFF-BI-10000309,2,30.44,0.0,14.9156,15.524400000000002
2014-03-17,Jackson,OFF-BI-10000605,3,11.43,0.0,5.3721,6.0579
2014-03-17,Jackson,OFF-PA-10003063,4,16.0,0.0,7.68,8.32
2014-03-17,Jackson,OFF-PA-10003349,2,12.96,0.0,6.3504000000000005,6.6096
2014-03-17,Lakeville,OFF-AP-10001154,2,93.78,0.0,36.574200000000005,57.205799999999996
2014-03-17,Lakeville,OFF-AR-10003829,6,19.68,0.0,5.707199999999998,13.972800000000003
2014-03-17,Lakeville,OFF-BI-10000136,6,35.88,0.0,17.2224,18.657600000000002
2014-03-17,Lakeville,OFF-BI-10001758,10,53.4,0.0,25.098,28.302
2014-03-17,Lakeville,OFF-PA-10000466,7,47.18,0.0,23.59,23.59
2014-03-17,New York City,FUR-TA-10001950,4,1071.576,0.4,-553.6476,1625.2236
2014-03-17,New York City,FUR-TA-10003473,7,1579.746,0.4,-447.5946999999999,2027.3407
2014-03-17,New York City,FUR-TA-10004175,3,613.908,0.4,-122.78160000000003,736.6896
2014-03-17,New York City,OFF-PA-10000919,4,155.04,0.0,75.9696,79.07039999999999
2014-03-17,New York City,OFF-PA-10002960,7,34.86,0.0,16.3842,18.4758
2014-03-17,Philadelphia,OFF-PA-10003641,6,126.624,0.2,41.15279999999999,85.47120000000001
2014-03-18,Burbank,FUR-FU-10004597,2,111.0,0.0,14.430000000000007,96.57
2014-03-18,Burbank,OFF-ST-10000078,7,1856.19,0.0,334.11419999999987,1522.0758
2014-03-18,Burbank,TEC-MA-10001148,4,1279.968,0.2,415.98959999999994,863.9784000000002
2014-03-18,Jacksonville,FUR-FU-10001986,3,122.352,0.2,15.29399999999999,107.05800000000002
2014-03-18,Jacksonville,FUR-FU-10004270,2,30.768,0.2,8.076600000000003,22.691399999999998
2014-03-18,Jacksonville,OFF-AR-10003183,3,8.016,0.2,1.0019999999999993,7.014000000000001
2014-03-18,Jacksonville,OFF-FA-10003112,3,18.936,0.2,5.917499999999999,13.018500000000001
2014-03-18,Jacksonville,OFF-PA-10001804,4,21.376,0.2,7.481599999999999,13.894400000000001
2014-03-18,Jacksonville,TEC-MA-10002412,6,22638.48,0.5,-1811.0784000000021,24449.5584
2014-03-18,Jacksonville,TEC-MA-10003626,4,821.3,0.5,-16.426000000000045,837.726
2014-03-18,San Francisco,FUR-BO-10004218,10,1198.33,0.15,70.49000000000001,1127.84
2014-03-19,Lakeland,FUR-FU-10002508,3,20.016000000000002,0.2,5.504400000000001,14.511600000000001
2014-03-19,Lakeland,FUR-FU-10003981,3,4.992000000000001,0.2,1.3728000000000002,3.6192000000000006
2014-03-19,Lakeland,OFF-BI-10001196,5,33.57,0.7,-25.737000000000002,59.307
2014-03-19,Lakeland,OFF-LA-10000443,4,11.808,0.2,3.9852,7.8228
2014-03-19,Lakeland,OFF-ST-10000918,3,26.160000000000004,0.2,1.961999999999998,24.198000000000008
2014-03-19,Lakeland,TEC-AC-10002647,2,170.24,0.2,53.19999999999999,117.04000000000002
2014-03-19,Lakeland,TEC-PH-10004667,3,323.97600000000006,0.2,28.34789999999998,295.6281000000001
2014-03-21,Asheville,OFF-ST-10002301,1,16.272000000000002,0.2,-3.864600000000002,20.136600000000005
2014-03-21,Hamilton,OFF-AR-10004027,3,6.048,0.2,1.5876000000000006,4.4604
2014-03-21,Hamilton,OFF-AR-10004685,2,7.408,0.2,1.2037999999999995,6.204200000000001
2014-03-21,Knoxville,FUR-CH-10000422,3,218.376,0.2,-10.918799999999983,229.29479999999998
2014-03-21,Knoxville,FUR-FU-10001473,3,32.952000000000005,0.2,6.590399999999999,26.361600000000006
2014-03-21,Knoxville,OFF-LA-10004544,5,59.20000000000001,0.2,22.199999999999996,37.000000000000014
2014-03-21,Springfield,OFF-AR-10001573,4,9.32,0.0,2.702799999999999,6.617200000000001
2014-03-21,Springfield,OFF-BI-10001597,3,122.94,0.0,59.01119999999999,63.92880000000001
2014-03-21,Springfield,OFF-LA-10004409,5,14.399999999999999,0.0,6.623999999999999,7.776
2014-03-21,Springfield,OFF-PA-10000675,3,122.97,0.0,60.255300000000005,62.71469999999999
2014-03-21,Springfield,TEC-PH-10000730,7,3499.9300000000003,0.0,909.9818000000002,2589.9482
2014-03-22,Greensboro,OFF-BI-10002735,5,51.46500000000002,0.7,-39.45649999999999,90.92150000000001
2014-03-22,Greensboro,OFF-BI-10004410,4,7.644000000000001,0.7,-5.8603999999999985,13.5044
2014-03-22,Portage,OFF-AR-10003478,2,16.28,0.0,6.5120000000000005,9.768
2014-03-22,Tucson,FUR-CH-10001482,3,314.352,0.2,-35.36460000000001,349.71659999999997
2014-03-22,Tucson,OFF-PA-10002581,3,74.352,0.2,23.234999999999992,51.11700000000001
2014-03-23,Delray Beach,OFF-LA-10004484,3,9.912,0.2,3.2213999999999996,6.690600000000002
2014-03-23,Los Angeles,OFF-ST-10000585,2,330.4,0.0,85.904,244.49599999999998
2014-03-23,Los Angeles,TEC-PH-10003484,6,604.752,0.2,37.797000000000025,566.9549999999999
2014-03-24,Fresno,FUR-FU-10002813,2,40.48,0.0,14.572799999999997,25.9072
2014-03-24,New York City,OFF-PA-10004948,5,24.900000000000002,0.0,11.703000000000001,13.197000000000001
2014-03-25,New York City,FUR-CH-10002439,7,366.786,0.1,65.2064,301.5796
2014-03-25,San Francisco,OFF-AR-10000034,6,25.44,0.0,9.9216,15.518400000000002
2014-03-25,San Francisco,OFF-AR-10003338,2,14.88,0.0,3.7200000000000006,11.16
2014-03-25,San Francisco,OFF-AR-10003829,2,6.56,0.0,1.9023999999999992,4.6576
2014-03-25,San Francisco,TEC-AC-10002558,4,45.48,0.0,15.918,29.561999999999998
2014-03-26,Los Angeles,TEC-AC-10002323,3,66.30000000000001,0.0,8.619000000000003,57.68100000000001
2014-03-26,Pomona,OFF-LA-10001982,5,18.75,0.0,9.0,9.75
2014-03-26,San Francisco,OFF-AR-10004272,2,3.36,0.0,0.8399999999999999,2.52
2014-03-26,San Francisco,OFF-BI-10003291,4,27.936000000000003,0.2,9.428399999999996,18.507600000000007
2014-03-26,San Francisco,TEC-PH-10004100,2,28.784,0.2,2.878400000000001,25.9056
2014-03-28,Albuquerque,TEC-PH-10003273,3,302.376,0.2,22.678200000000018,279.6978
2014-03-28,Des Moines,FUR-TA-10003954,4,1184.72,0.0,106.62480000000005,1078.0952
2014-03-28,Des Moines,OFF-EN-10001509,3,6.12,0.0,2.8763999999999994,3.2436000000000007
2014-03-28,Springfield,FUR-TA-10000198,1,330.588,0.4,-143.25480000000002,473.8428
2014-03-29,Plano,FUR-TA-10001889,3,890.8409999999999,0.3,-152.7156,1043.5566
2014-03-30,Apple Valley,OFF-ST-10001511,2,129.3,0.0,6.464999999999989,122.83500000000002
2014-03-30,Brownsville,FUR-CH-10002304,7,127.30199999999999,0.3,-9.092999999999996,136.39499999999998
2014-03-30,Brownsville,OFF-EN-10002230,5,335.72,0.2,113.3055,222.41450000000003
2014-03-30,Brownsville,TEC-PH-10001819,7,251.94400000000002,0.2,88.18039999999998,163.76360000000005
2014-03-30,Long Beach,OFF-AR-10001915,5,49.65,0.0,20.853,28.796999999999997
2014-03-30,New York City,OFF-AR-10001231,5,10.5,0.0,2.9400000000000004,7.56
2014-03-30,San Francisco,FUR-BO-10001337,2,205.666,0.15,-12.097999999999999,217.764
2014-03-30,Seattle,OFF-LA-10002312,3,44.400000000000006,0.0,22.200000000000003,22.200000000000003
2014-03-30,Seattle,OFF-ST-10002957,3,15.84,0.0,0.0,15.84
2014-03-31,Chicago,OFF-BI-10002071,7,8.133999999999999,0.8,-13.827800000000003,21.961800000000004
2014-03-31,Chicago,TEC-AC-10004901,2,79.98400000000001,0.2,13.9972,65.98680000000002
2014-03-31,Miami,OFF-BI-10001097,1,1.8690000000000004,0.7,-1.3082999999999996,3.1773
2014-03-31,Philadelphia,OFF-BI-10003529,1,0.8520000000000001,0.7,-0.5963999999999998,1.4484
2014-03-31,San Francisco,OFF-AP-10002765,2,52.98,0.0,14.834400000000002,38.145599999999995
2014-03-31,San Francisco,OFF-BI-10004390,2,673.5680000000001,0.2,252.588,420.98000000000013
2014-03-31,Tampa,FUR-CH-10002965,7,1125.4879999999998,0.2,98.48020000000008,1027.0077999999999
2014-03-31,Tampa,OFF-AR-10004027,2,4.032,0.2,1.0584000000000002,2.9736
2014-03-31,Tampa,OFF-BI-10001636,5,12.645000000000001,0.7,-10.116,22.761000000000003
2014-04-01,Revere,OFF-BI-10000145,2,6.24,0.0,3.0576,3.1824000000000003
2014-04-01,Revere,OFF-ST-10000636,4,66.96,0.0,2.6783999999999963,64.2816
2014-04-01,Vallejo,OFF-BI-10000042,4,17.088,0.2,5.553599999999999,11.534400000000002
