Order Date,Customer ID,City,Product ID,SalesQtyTotal,SalesAmtTotal,DisAmtTotal,ProfAmtTotal
2014-01-20,HL-15040,Jonesboro,OFF-EN-10001539,3,23.34,0.0,10.9698
2014-01-20,HL-15040,Jonesboro,TEC-PH-10001061,7,699.93,0.0,181.9818
2014-01-20,MM-18280,Smyrna,OFF-BI-10003091,1,67.194,0.7,-51.515399999999985
2014-01-20,MV-17485,Los Angeles,FUR-FU-10003194,2,19.3,0.0,5.789999999999999
2014-01-20,MV-17485,Los Angeles,OFF-PA-10002893,2,19.36,0.0,9.2928
2014-01-20,XP-21865,Westland,FUR-FU-10002268,3,14.73,0.0,4.860899999999999
2014-01-20,XP-21865,Westland,FUR-FU-10002918,3,272.94,0.0,30.02340000000001
2014-01-20,XP-21865,Westland,OFF-AP-10002311,4,247.716,0.1,93.58160000000001
2014-01-20,XP-21865,Westland,OFF-AR-10004456,3,43.92,0.0,12.736799999999999
2014-01-20,XP-21865,Westland,OFF-BI-10000605,5,19.05,0.0,8.953499999999998
2014-01-20,XP-21865,Westland,OFF-BI-10004364,5,29.700000000000003,0.0,13.365
2014-01-20,XP-21865,Westland,OFF-ST-10000760,1,13.98,0.0,4.0542
2014-01-20,XP-21865,Westland,OFF-ST-10003123,2,66.58,0.0,15.979199999999999
2014-01-21,TB-21400,Miami,FUR-FU-10001889,3,25.248,0.2,4.102799999999999
2014-01-23,IM-15055,Las Vegas,OFF-PA-10001804,6,40.08,0.0,19.2384
2014-01-23,SG-20605,Lafayette,OFF-FA-10003467,3,5.9399999999999995,0.0,0.0
2014-01-26,CA-11965,Rapid City,FUR-BO-10004409,2,141.96,0.0,39.7488
2014-01-26,CA-11965,Rapid City,OFF-BI-10001758,2,10.68,0.0,5.0196
2014-01-26,SD-20485,Alexandria,FUR-FU-10001847,3,12.419999999999998,0.0,4.4712
2014-01-26,SD-20485,Alexandria,FUR-FU-10004587,3,62.82000000000001,0.0,30.7818
2014-01-26,SD-20485,Alexandria,OFF-PA-10000380,2,16.68,0.0,8.34
2014-01-26,SD-20485,Alexandria,OFF-PA-10003072,3,19.44,0.0,9.3312
2014-01-26,SD-20485,Alexandria,OFF-ST-10004337,8,489.92,0.0,0.0
2014-01-26,SD-20485,Alexandria,TEC-PH-10002103,2,187.98,0.0,52.6344
2014-01-26,SD-20485,Alexandria,TEC-PH-10004833,13,155.35,0.0,0.0
2014-01-27,EJ-13720,San Diego,FUR-TA-10003469,3,333.0,0.2,-16.64999999999999
2014-01-27,EJ-13720,San Diego,OFF-AR-10003179,4,36.44,0.0,12.025199999999998
2014-01-27,EJ-13720,San Diego,OFF-ST-10003692,1,57.23,0.0,14.307499999999997
2014-01-28,JC-15340,New York City,OFF-BI-10000343,1,3.9280000000000004,0.2,1.3256999999999999
2014-01-30,MV-18190,Detroit,OFF-PA-10001204,2,10.56,0.0,4.752
2014-01-30,MV-18190,Detroit,OFF-ST-10000991,2,229.94,0.0,6.898200000000003
2014-01-31,LC-17050,Mission Viejo,FUR-BO-10003966,2,290.666,0.15,3.4195999999999884
2014-02-01,BD-11500,Green Bay,TEC-AC-10001432,6,468.90000000000003,0.0,206.31600000000006
2014-02-02,CD-12790,San Diego,OFF-FA-10001843,5,12.350000000000001,0.0,5.8045
2014-02-02,EB-13930,Saint Petersburg,OFF-BI-10000666,2,18.336000000000002,0.7,-12.224
2014-02-02,EB-13930,Saint Petersburg,TEC-PH-10002890,5,180.96,0.2,13.571999999999996
2014-02-03,TB-21400,Seattle,OFF-BI-10002827,3,13.272000000000002,0.2,4.3134
2014-02-03,TB-21400,Seattle,OFF-BI-10004593,2,83.84,0.2,27.247999999999998
2014-02-04,DB-13270,San Diego,OFF-BI-10004230,3,82.896,0.2,29.0136
2014-02-04,DB-13270,San Diego,OFF-PA-10000350,4,34.24,0.0,16.0928
2014-02-04,MH-17440,Escondido,OFF-BI-10003676,2,17.248,0.2,6.036799999999999
2014-02-06,DL-13315,Romeoville,OFF-BI-10001196,2,8.951999999999998,0.8,-14.770800000000001
2014-02-06,ND-18460,Chesapeake,OFF-LA-10002787,4,15.0,0.0,7.199999999999999
2014-02-06,ND-18460,Chesapeake,TEC-PH-10001615,5,144.95,0.0,42.035499999999985
2014-02-06,ND-18460,Chesapeake,TEC-PH-10003645,1,161.61,0.0,42.018600000000006
2014-02-07,CK-12760,Linden,TEC-AC-10000710,7,115.36,0.0,49.60480000000001
2014-02-07,CS-12250,New York City,OFF-ST-10001558,4,64.96,0.0,9.744
2014-02-08,NM-18445,North Las Vegas,FUR-FU-10002111,2,14.56,0.0,5.5328
2014-02-11,GA-14725,Columbia,FUR-CH-10001146,1,60.89,0.0,15.222499999999997
2014-02-11,GA-14725,Columbia,FUR-FU-10002298,3,332.94,0.0,53.270399999999995
2014-02-11,GA-14725,Columbia,OFF-BI-10004654,3,51.900000000000006,0.0,24.393
2014-02-11,GA-14725,Columbia,OFF-BI-10004728,2,9.64,0.0,4.4344
2014-02-11,GA-14725,Columbia,OFF-LA-10004853,3,14.940000000000001,0.0,6.8724
2014-02-11,GA-14725,Columbia,OFF-ST-10002583,2,64.96,0.0,2.598399999999998
2014-02-11,NF-18385,Chesapeake,FUR-TA-10003715,6,1256.22,0.0,75.37319999999994
2014-02-11,NF-18385,Chesapeake,OFF-BI-10003291,2,17.46,0.0,8.206199999999999
2014-02-11,NF-18385,Chesapeake,TEC-AC-10001432,3,234.45000000000002,0.0,103.15800000000003
2014-02-12,SC-20095,Concord,FUR-CH-10000225,2,129.568,0.2,-24.29400000000002
2014-02-14,ML-17395,Seattle,OFF-AP-10001293,2,81.96,0.0,22.9488
2014-02-14,ML-17395,Seattle,OFF-SU-10000157,2,238.62,0.0,4.772400000000005
2014-02-14,ML-17395,Seattle,TEC-AC-10000736,3,239.96999999999997,0.0,86.38919999999999
2014-02-14,ST-20530,Houston,OFF-PA-10000466,3,16.176000000000002,0.2,6.065999999999999
2014-02-15,BF-11020,Seattle,OFF-BI-10001031,5,21.36,0.2,7.209
2014-02-16,MN-17935,Dallas,OFF-AP-10001303,2,7.959999999999997,0.8,-13.930000000000003
2014-02-16,MN-17935,Dallas,OFF-BI-10002012,3,1.0799999999999998,0.8,-1.7280000000000002
2014-02-17,DL-13315,Chicago,OFF-AR-10003631,14,54.208,0.2,8.808799999999998
2014-02-18,AB-10015,Arlington,OFF-ST-10000321,2,12.624,0.2,-2.524800000000002
2014-02-18,TB-21595,Lubbock,FUR-FU-10002396,5,25.16,0.6,-11.322
2014-02-20,LC-16930,Richmond,FUR-FU-10000221,4,20.32,0.0,6.908799999999999
2014-02-20,LC-16930,Richmond,TEC-AC-10001284,3,62.31,0.0,22.4316
2014-02-20,SR-20740,Los Angeles,OFF-PA-10003363,2,12.96,0.0,6.2208000000000006
2014-02-21,TM-21010,Woodstock,OFF-BI-10004094,5,8.849999999999998,0.8,-13.717499999999998
2014-02-22,SA-20830,Moreno Valley,OFF-PA-10001800,3,19.44,0.0,9.3312
2014-02-23,MG-17875,El Paso,OFF-BI-10000320,3,4.427999999999999,0.8,-6.863399999999999
2014-02-23,MG-17875,El Paso,OFF-LA-10004425,3,6.936000000000001,0.2,2.3409000000000004
2014-02-24,JH-15430,Medford,OFF-PA-10000069,3,22.776000000000003,0.2,7.6869
2014-02-24,JH-15430,Medford,OFF-PA-10000174,4,32.896,0.2,11.102399999999996
2014-02-27,JS-16030,Columbus,OFF-AR-10003560,4,19.456000000000003,0.2,3.404799999999998
2014-03-01,DB-13060,Seattle,FUR-CH-10004063,2,457.56800000000004,0.2,51.47639999999994
2014-03-01,GW-14605,Houston,FUR-TA-10001866,3,376.50899999999996,0.3,-43.029600000000045
2014-03-01,GW-14605,Houston,OFF-ST-10003692,3,137.352,0.2,8.584499999999991
2014-03-01,HR-14770,New York City,TEC-PH-10003655,3,5.9399999999999995,0.0,1.6038
2014-03-01,SC-20380,El Paso,FUR-CH-10001270,6,362.24999999999994,0.3,0.0
2014-03-01,SC-20380,El Paso,FUR-FU-10001095,6,63.55200000000001,0.6,-34.9536
2014-03-01,SC-20380,El Paso,OFF-FA-10004395,5,18.84,0.2,-3.5324999999999998
2014-03-01,SC-20380,El Paso,OFF-ST-10001469,3,129.552,0.2,-22.671600000000005
2014-03-01,VF-21715,Elmhurst,FUR-CH-10000863,6,634.116,0.3,-172.11720000000003
2014-03-01,VF-21715,Elmhurst,OFF-PA-10003036,3,17.472,0.2,5.678399999999998
2014-03-02,KN-16705,New York City,OFF-EN-10001990,2,11.36,0.0,5.339199999999999
2014-03-02,KN-16705,New York City,OFF-PA-10000587,5,36.4,0.0,17.472
2014-03-02,NH-18610,Philadelphia,OFF-PA-10000327,1,3.4240000000000004,0.2,1.0699999999999996
2014-03-02,NH-18610,Philadelphia,TEC-AC-10004353,3,151.20000000000002,0.2,32.13
2014-03-03,AJ-10945,Wilmington,OFF-AR-10003560,4,19.456000000000003,0.2,3.404799999999998
2014-03-03,AP-10720,New York City,OFF-BI-10003429,5,25.32,0.2,9.178500000000001
2014-03-03,AP-10720,New York City,OFF-BI-10004593,3,125.76,0.2,40.872
2014-03-03,AP-10720,New York City,TEC-PH-10004700,1,9.99,0.0,4.5954
2014-03-03,EJ-14155,San Diego,FUR-TA-10002958,3,626.3520000000001,0.2,-23.48820000000009
2014-03-03,JS-15595,Columbus,FUR-BO-10001972,5,302.45,0.5,-199.61700000000002
2014-03-03,JS-15595,Columbus,OFF-LA-10000305,3,15.120000000000001,0.2,4.913999999999999
2014-03-03,JS-15595,Columbus,OFF-ST-10002486,8,44.672000000000004,0.2,-10.051200000000003
2014-03-03,SC-20020,Houston,OFF-AP-10002534,3,176.77199999999996,0.8,-459.60720000000003
2014-03-04,CL-12565,Columbia,OFF-ST-10001370,5,354.90000000000003,0.0,17.744999999999962
2014-03-04,SC-20095,Margate,OFF-AR-10001374,3,15.552000000000003,0.2,2.332799999999999
2014-03-05,AB-10150,Yonkers,OFF-AR-10000588,3,59.519999999999996,0.0,15.475200000000001
2014-03-05,AB-10150,Yonkers,OFF-BI-10001617,6,49.632000000000005,0.2,16.750799999999998
2014-03-05,AB-10150,Yonkers,OFF-PA-10001878,2,97.82,0.0,45.97539999999999
2014-03-05,AB-10150,Yonkers,OFF-SU-10000381,2,18.62,0.0,5.399799999999999
2014-03-05,AB-10150,Yonkers,TEC-AC-10002001,3,479.97,0.0,177.58890000000002
2014-03-07,AB-10015,Seattle,FUR-CH-10004477,1,48.712,0.2,5.480099999999997
2014-03-07,AB-10015,Seattle,OFF-AR-10001427,3,17.94,0.0,4.6644000000000005
2014-03-07,AB-10015,Seattle,OFF-ST-10002344,3,242.94,0.0,4.858800000000016
2014-03-07,CM-12715,Seattle,FUR-CH-10002780,6,436.70400000000006,0.2,21.835199999999986
2014-03-07,CM-12715,Seattle,FUR-CH-10004495,2,481.56800000000004,0.2,54.17639999999993
2014-03-07,CM-12715,Seattle,OFF-AR-10000390,5,20.65,0.0,9.498999999999999
2014-03-07,CM-12715,Seattle,OFF-ST-10000934,5,204.89999999999998,0.0,0.0
2014-03-07,NP-18685,Des Moines,OFF-BI-10004224,2,107.64800000000001,0.2,33.639999999999986
2014-03-10,KT-16480,Denver,OFF-AR-10001044,4,83.168,0.2,9.356399999999994
2014-03-10,KT-16480,Denver,OFF-ST-10000078,3,636.4080000000001,0.2,-15.910200000000088
2014-03-10,SW-20275,Royal Oak,OFF-PA-10002259,2,22.38,0.0,10.7424
2014-03-11,CK-12205,Columbus,FUR-FU-10003981,5,8.32,0.2,2.2880000000000003
2014-03-11,CK-12205,Columbus,OFF-FA-10001561,6,10.464000000000002,0.2,1.7003999999999992
2014-03-11,FM-14215,Richmond,OFF-AP-10002578,3,146.76,0.0,38.1576
2014-03-11,FM-14215,Richmond,OFF-PA-10000213,3,14.940000000000001,0.0,7.021800000000001
2014-03-11,FM-14215,Richmond,TEC-AC-10000710,2,32.96,0.0,14.172800000000002
2014-03-11,FM-14215,Richmond,TEC-PH-10000984,3,587.97,0.0,164.63160000000005
2014-03-11,KA-16525,New York City,OFF-PA-10002137,14,108.92,0.0,49.013999999999996
2014-03-11,RB-19435,Roseville,OFF-AR-10001770,3,7.98,0.0,2.0747999999999998
2014-03-14,CK-12325,Chesapeake,FUR-CH-10003379,4,1139.92,0.0,284.98
2014-03-14,DK-13225,Huntington Beach,OFF-AR-10003723,1,3.38,0.0,1.2506
2014-03-14,DK-13225,Huntington Beach,OFF-PA-10001204,2,10.56,0.0,4.752
2014-03-14,JF-15295,Logan,OFF-BI-10001617,4,33.088,0.2,11.1672
2014-03-14,JF-15295,Logan,OFF-BI-10003007,2,62.048,0.2,20.165599999999998
2014-03-14,JF-15295,Logan,OFF-ST-10000736,1,80.98,0.0,3.2391999999999967
2014-03-14,JF-15295,Logan,OFF-ST-10003221,2,21.36,0.0,5.767200000000001
2014-03-14,JF-15295,Logan,TEC-AC-10004877,12,82.80000000000001,0.0,6.623999999999995
2014-03-14,NF-18475,Jacksonville,OFF-PA-10000176,6,91.056,0.2,31.869599999999995
2014-03-14,RB-19465,Chicago,OFF-PA-10001215,2,8.448,0.2,2.6399999999999997
2014-03-14,RB-19465,Chicago,TEC-MA-10003626,2,574.91,0.3,156.04699999999997
2014-03-15,AS-10240,Tampa,FUR-FU-10001756,3,45.696,0.2,5.140799999999992
2014-03-15,AS-10240,Tampa,OFF-BI-10000773,3,7.218,0.7,-5.533800000000001
2014-03-15,AS-10240,Tampa,OFF-BI-10001543,4,43.18800000000001,0.7,-31.6712
2014-03-15,AS-10240,Tampa,OFF-PA-10002120,3,131.904,0.2,47.815200000000004
2014-03-15,AS-10240,Tampa,OFF-ST-10001490,1,142.776,0.2,17.84699999999998
2014-03-16,KN-16705,Raleigh,TEC-PH-10002415,2,471.92,0.2,29.49500000000002
2014-03-17,AZ-10750,Dallas,OFF-AR-10003732,2,4.4479999999999995,0.2,0.3335999999999999
2014-03-17,AZ-10750,Dallas,OFF-PA-10002195,1,5.184000000000001,0.2,1.8792
2014-03-17,AZ-10750,Dallas,OFF-PA-10002365,3,15.552000000000003,0.2,5.4432
2014-03-17,BN-11515,Lakeville,OFF-AP-10001154,2,93.78,0.0,36.574200000000005
2014-03-17,BN-11515,Lakeville,OFF-AR-10003829,6,19.68,0.0,5.707199999999998
2014-03-17,BN-11515,Lakeville,OFF-BI-10000136,6,35.88,0.0,17.2224
2014-03-17,BN-11515,Lakeville,OFF-BI-10001758,10,53.4,0.0,25.098
2014-03-17,BN-11515,Lakeville,OFF-PA-10000466,7,47.18,0.0,23.59
2014-03-17,CP-12340,New York City,FUR-TA-10001950,4,1071.576,0.4,-553.6476
2014-03-17,CP-12340,New York City,FUR-TA-10003473,7,1579.746,0.4,-447.5946999999999
2014-03-17,CP-12340,New York City,FUR-TA-10004175,3,613.908,0.4,-122.78160000000003
2014-03-17,CP-12340,New York City,OFF-PA-10000919,4,155.04,0.0,75.9696
2014-03-17,CP-12340,New York City,OFF-PA-10002960,7,34.86,0.0,16.3842
2014-03-17,MH-17440,Jackson,OFF-AP-10003971,3,32.67,0.0,8.494200000000001
2014-03-17,MH-17440,Jackson,OFF-BI-10000309,2,30.44,0.0,14.9156
2014-03-17,MH-17440,Jackson,OFF-BI-10000605,3,11.43,0.0,5.3721
2014-03-17,MH-17440,Jackson,OFF-PA-10003063,4,16.0,0.0,7.68
2014-03-17,MH-17440,Jackson,OFF-PA-10003349,2,12.96,0.0,6.3504000000000005
2014-03-17,QJ-19255,Philadelphia,OFF-PA-10003641,6,126.624,0.2,41.15279999999999
2014-03-18,EK-13795,San Francisco,FUR-BO-10004218,10,1198.33,0.15,70.49000000000001
2014-03-18,SC-20050,Burbank,FUR-FU-10004597,2,111.0,0.0,14.430000000000007
2014-03-18,SC-20050,Burbank,OFF-ST-10000078,7,1856.19,0.0,334.11419999999987
2014-03-18,SC-20050,Burbank,TEC-MA-10001148,4,1279.968,0.2,415.98959999999994
2014-03-18,SM-20320,Jacksonville,FUR-FU-10001986,3,122.352,0.2,15.29399999999999
2014-03-18,SM-20320,Jacksonville,FUR-FU-10004270,2,30.768,0.2,8.076600000000003
2014-03-18,SM-20320,Jacksonville,OFF-AR-10003183,3,8.016,0.2,1.0019999999999993
2014-03-18,SM-20320,Jacksonville,OFF-FA-10003112,3,18.936,0.2,5.917499999999999
2014-03-18,SM-20320,Jacksonville,OFF-PA-10001804,4,21.376,0.2,7.481599999999999
2014-03-18,SM-20320,Jacksonville,TEC-MA-10002412,6,22638.48,0.5,-1811.0784000000021
2014-03-18,SM-20320,Jacksonville,TEC-MA-10003626,4,821.3,0.5,-16.426000000000045
2014-03-19,MC-17605,Lakeland,FUR-FU-10002508,3,20.016000000000002,0.2,5.504400000000001
2014-03-19,MC-17605,Lakeland,FUR-FU-10003981,3,4.992000000000001,0.2,1.3728000000000002
2014-03-19,MC-17605,Lakeland,OFF-BI-10001196,5,33.57,0.7,-25.737000000000002
2014-03-19,MC-17605,Lakeland,OFF-LA-10000443,4,11.808,0.2,3.9852
2014-03-19,MC-17605,Lakeland,OFF-ST-10000918,3,26.160000000000004,0.2,1.961999999999998
2014-03-19,MC-17605,Lakeland,TEC-AC-10002647,2,170.24,0.2,53.19999999999999
2014-03-19,MC-17605,Lakeland,TEC-PH-10004667,3,323.97600000000006,0.2,28.34789999999998
2014-03-21,CB-12025,Hamilton,OFF-AR-10004027,3,6.048,0.2,1.5876000000000006
2014-03-21,CB-12025,Hamilton,OFF-AR-10004685,2,7.408,0.2,1.2037999999999995
2014-03-21,GM-14440,Knoxville,FUR-CH-10000422,3,218.376,0.2,-10.918799999999983
2014-03-21,GM-14440,Knoxville,FUR-FU-10001473,3,32.952000000000005,0.2,6.590399999999999
2014-03-21,GM-14440,Knoxville,OFF-LA-10004544,5,59.20000000000001,0.2,22.199999999999996
2014-03-21,KH-16690,Springfield,OFF-AR-10001573,4,9.32,0.0,2.702799999999999
2014-03-21,KH-16690,Springfield,OFF-BI-10001597,3,122.94,0.0,59.01119999999999
2014-03-21,KH-16690,Springfield,OFF-LA-10004409,5,14.399999999999999,0.0,6.623999999999999
2014-03-21,KH-16690,Springfield,OFF-PA-10000675,3,122.97,0.0,60.255300000000005
2014-03-21,KH-16690,Springfield,TEC-PH-10000730,7,3499.9300000000003,0.0,909.9818000000002
2014-03-21,TS-21205,Asheville,OFF-ST-10002301,1,16.272000000000002,0.2,-3.864600000000002
2014-03-22,BF-11275,Tucson,FUR-CH-10001482,3,314.352,0.2,-35.36460000000001
2014-03-22,BF-11275,Tucson,OFF-PA-10002581,3,74.352,0.2,23.234999999999992
2014-03-22,CC-12685,Greensboro,OFF-BI-10002735,5,51.46500000000002,0.7,-39.45649999999999
2014-03-22,CC-12685,Greensboro,OFF-BI-10004410,4,7.644000000000001,0.7,-5.8603999999999985
2014-03-22,VM-21835,Portage,OFF-AR-10003478,2,16.28,0.0,6.5120000000000005
2014-03-23,BG-11740,Delray Beach,OFF-LA-10004484,3,9.912,0.2,3.2213999999999996
2014-03-23,PO-18865,Los Angeles,OFF-ST-10000585,2,330.4,0.0,85.904
2014-03-23,PO-18865,Los Angeles,TEC-PH-10003484,6,604.752,0.2,37.797000000000025
2014-03-24,CD-11920,New York City,OFF-PA-10004948,5,24.900000000000002,0.0,11.703000000000001
2014-03-24,MS-17710,Fresno,FUR-FU-10002813,2,40.48,0.0,14.572799999999997
2014-03-25,AZ-10750,New York City,FUR-CH-10002439,7,366.786,0.1,65.2064
2014-03-25,CA-12265,San Francisco,OFF-AR-10000034,6,25.44,0.0,9.9216
2014-03-25,CA-12265,San Francisco,OFF-AR-10003338,2,14.88,0.0,3.7200000000000006
2014-03-25,CA-12265,San Francisco,OFF-AR-10003829,2,6.56,0.0,1.9023999999999992
2014-03-25,CA-12265,San Francisco,TEC-AC-10002558,4,45.48,0.0,15.918
2014-03-26,CS-12505,Pomona,OFF-LA-10001982,5,18.75,0.0,9.0
2014-03-26,DK-12835,San Francisco,OFF-AR-10004272,2,3.36,0.0,0.8399999999999999
2014-03-26,DK-12835,San Francisco,OFF-BI-10003291,4,27.936000000000003,0.2,9.428399999999996
2014-03-26,DK-12835,San Francisco,TEC-PH-10004100,2,28.784,0.2,2.878400000000001
2014-03-26,JD-15895,Los Angeles,TEC-AC-10002323,3,66.30000000000001,0.0,8.619000000000003
2014-03-28,CV-12295,Des Moines,FUR-TA-10003954,4,1184.72,0.0,106.62480000000005
2014-03-28,CV-12295,Des Moines,OFF-EN-10001509,3,6.12,0.0,2.8763999999999994
2014-03-28,DR-12940,Albuquerque,TEC-PH-10003273,3,302.376,0.2,22.678200000000018
2014-03-28,MP-18175,Springfield,FUR-TA-10000198,1,330.588,0.4,-143.25480000000002
2014-03-29,MG-18145,Plano,FUR-TA-10001889,3,890.8409999999999,0.3,-152.7156
2014-03-30,Dl-13600,Seattle,OFF-LA-10002312,3,44.400000000000006,0.0,22.200000000000003
2014-03-30,Dl-13600,Seattle,OFF-ST-10002957,3,15.84,0.0,0.0
2014-03-30,GA-14725,San Francisco,FUR-BO-10001337,2,205.666,0.15,-12.097999999999999
2014-03-30,KM-16720,Long Beach,OFF-AR-10001915,5,49.65,0.0,20.853
2014-03-30,MP-17470,Brownsville,FUR-CH-10002304,7,127.30199999999999,0.3,-9.092999999999996
2014-03-30,MP-17470,Brownsville,OFF-EN-10002230,5,335.72,0.2,113.3055
2014-03-30,MP-17470,Brownsville,TEC-PH-10001819,7,251.94400000000002,0.2,88.18039999999998
2014-03-30,NC-18340,Apple Valley,OFF-ST-10001511,2,129.3,0.0,6.464999999999989
2014-03-30,SG-20890,New York City,OFF-AR-10001231,5,10.5,0.0,2.9400000000000004
2014-03-31,AA-10315,San Francisco,OFF-AP-10002765,2,52.98,0.0,14.834400000000002
2014-03-31,AA-10315,San Francisco,OFF-BI-10004390,2,673.5680000000001,0.2,252.588
2014-03-31,DD-13570,Chicago,OFF-BI-10002071,7,8.133999999999999,0.8,-13.827800000000003
2014-03-31,DD-13570,Chicago,TEC-AC-10004901,2,79.98400000000001,0.2,13.9972
2014-03-31,JO-15280,Philadelphia,OFF-BI-10003529,1,0.8520000000000001,0.7,-0.5963999999999998
2014-03-31,KB-16240,Miami,OFF-BI-10001097,1,1.8690000000000004,0.7,-1.3082999999999996
2014-03-31,TG-21640,Tampa,FUR-CH-10002965,7,1125.4879999999998,0.2,98.48020000000008
2014-03-31,TG-21640,Tampa,OFF-AR-10004027,2,4.032,0.2,1.0584000000000002
2014-03-31,TG-21640,Tampa,OFF-BI-10001636,5,12.645000000000001,0.7,-10.116
2014-04-01,KH-16330,Revere,OFF-BI-10000145,2,6.24,0.0,3.0576
2014-04-01,KH-16330,Revere,OFF-ST-10000636,4,66.96,0.0,2.6783999999999963
2014-04-01,KM-16720,Vallejo,OFF-BI-10000042,4,17.088,0.2,5.553599999999999
2014-04-01,KM-16720,Vallejo,OFF-LA-10002312,2,29.6,0.0,14.8
2014-04-02,AH-10690,Virginia Beach,FUR-FU-10003192,2,177.68,0.0,46.196799999999996
2014-04-02,RD-19585,Athens,OFF-AP-10003842,5,154.9,0.0,40.274
